title,img_src,link,author,publisher,price
다행인지 불행인지 1~4 - 전4권,https://bookthumb-phinf.pstatic.net/cover/163/388/16338828.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338828, 노희다,연담,"46,800원(-10%)"
다행인지 불행인지 1,https://bookthumb-phinf.pstatic.net/cover/163/388/16338820.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338820, 노희다,연담,"11,700원(-10%)"
다행인지 불행인지 2,https://bookthumb-phinf.pstatic.net/cover/163/388/16338821.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338821, 노희다,연담,"11,700원(-10%)"
다행인지 불행인지 3,https://bookthumb-phinf.pstatic.net/cover/163/388/16338825.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338825, 노희다,연담,"11,700원(-10%)"
다행인지 불행인지 4/완결,https://bookthumb-phinf.pstatic.net/cover/163/388/16338826.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338826, 노희다,연담,"11,700원(-10%)"
버지니아 울프 단편소설 전집(버지니아 울프 전집 10),https://bookthumb-phinf.pstatic.net/cover/163/419/16341940.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341940, 버지니아 울프,솔,"17,100원(-10%)"
레이첼의 죽음으로부터,https://bookthumb-phinf.pstatic.net/cover/163/392/16339264.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339264, 플린 베리,작가정신,"12,600원(-10%)"
카구야 프로젝트,https://bookthumb-phinf.pstatic.net/cover/163/403/16340354.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340354, 원샨,아작,"13,320원(-10%)"
밤 끝으로의 여행,https://bookthumb-phinf.pstatic.net/cover/163/400/16340053.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340053, 루이 훼르디낭 쎌린느,최측의농간,"25,200원(-10%)"
"서른다섯, 다시 시작해",https://bookthumb-phinf.pstatic.net/cover/163/293/16329358.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329358, 강혁모,마음세상,"11,880원(-10%)"
겐지 이야기 2,https://bookthumb-phinf.pstatic.net/cover/163/242/16324208.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324208, 무라사키 시키부,동서문화사,"14,400원(-10%)"
겐지 이야기 3,https://bookthumb-phinf.pstatic.net/cover/163/242/16324210.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324210, 무라사키 시키부,동서문화사,"14,400원(-10%)"
달뜨기 마을,https://bookthumb-phinf.pstatic.net/cover/163/392/16339255.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339255, 안재성,목선재,"12,420원(-10%)"
겐지 이야기 1,https://bookthumb-phinf.pstatic.net/cover/163/242/16324205.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324205, 무라사키 시키부,동서문화사,"14,400원(-10%)"
역주 동래박의 4,https://bookthumb-phinf.pstatic.net/cover/163/263/16326322.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326322, 여조겸 저,전통문화연구회,"30,600원(-10%)"
맥티그,https://bookthumb-phinf.pstatic.net/cover/163/382/16338281.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338281, 프랭크 노리스,을유문화사,"14,400원(-10%)"
그들이 가지고 다닌 것들,https://bookthumb-phinf.pstatic.net/cover/163/422/16342214.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342214, 팀 오브라이언,섬과달,"12,600원(-10%)"
초판본 걸리버 여행기,https://bookthumb-phinf.pstatic.net/cover/163/388/16338832.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338832, 조너선 스위프트,더스토리,"9,900원(-10%)"
리그 오브 레전드: 공식 스토리북,https://bookthumb-phinf.pstatic.net/cover/163/400/16340081.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340081, 라이엇 게임즈,제우미디어,"26,820원(-10%)"
"따뜻하게, 다시 1",https://bookthumb-phinf.pstatic.net/cover/163/131/16313196.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16313196, 채현진,플레이블(예원북스),"10,800원(-10%)"
브라질의 하룻밤,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340377, 문희,예원북스,"8,100원(-10%)"
"따뜻하게, 다시 2",https://bookthumb-phinf.pstatic.net/cover/163/132/16313201.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16313201, 채현진,플레이블(예원북스),"10,800원(-10%)"
마당을 나온 암탉(출간 20주년 특별판),https://bookthumb-phinf.pstatic.net/cover/163/420/16342095.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342095, 황선미,사계절,"13,500원(-10%)"
우아한 야만의 바다 1,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324217, 틸다킴,퀸즈셀렉션,"10,350원(-10%)"
우아한 야만의 바다 2,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324218, 틸다킴,퀸즈셀렉션,"10,350원(-10%)"
빛의 아이들 2,https://bookthumb-phinf.pstatic.net/cover/163/421/16342197.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342197, 최승주,지식과감성,"12,420원(-10%)"
"따뜻하게, 다시 세트(전2권)",https://bookthumb-phinf.pstatic.net/cover/163/132/16313203.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16313203, 채현진,플레이블(예원북스),"21,600원(-10%)"
우아한 야만의 바다 세트(전2권),https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16324215, 틸다킴,퀸즈셀렉션,"20,700원(-10%)"
악녀 카루나가 작아졌어요. 4,https://bookthumb-phinf.pstatic.net/cover/163/392/16339219.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339219, 문이경,동아,"10,800원(-10%)"
언니가 남자 주인공을 주워 왔다 세트(한정판)(전5권),https://bookthumb-phinf.pstatic.net/cover/163/268/16326862.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326862, 문시현,에이템포미디어,"59,400원(-10%)"
가룟 유다(지식을만드는지식 소설선집),https://bookthumb-phinf.pstatic.net/cover/163/411/16341118.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341118, 레오니트 안드레예프,지식을만드는지식,"11,520원(-10%)"
언니가 남자 주인공을 주워 왔다 1,https://bookthumb-phinf.pstatic.net/cover/163/268/16326855.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326855, 문시현,에이템포미디어,"11,250원(-10%)"
재혼 황후 3,https://bookthumb-phinf.pstatic.net/cover/163/306/16330680.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16330680, 알파타르트,해피북스투유,"12,600원(-10%)"
언니가 남자 주인공을 주워 왔다 2,https://bookthumb-phinf.pstatic.net/cover/163/268/16326858.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326858, 문시현,에이템포미디어,"11,250원(-10%)"
당인리 : 대정전 후 두 시간,https://bookthumb-phinf.pstatic.net/cover/163/416/16341626.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341626, 우석훈,해피북스투유,"12,420원(-10%)"
동상기(지식을만드는지식 소설선집),https://bookthumb-phinf.pstatic.net/cover/163/411/16341120.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341120, 청옥당,지식을만드는지식,"11,520원(-10%)"
언니가 남자 주인공을 주워 왔다 3,https://bookthumb-phinf.pstatic.net/cover/163/268/16326859.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326859, 문시현,에이템포미디어,"11,250원(-10%)"
신은 말하지 않는다,https://bookthumb-phinf.pstatic.net/cover/163/411/16341133.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341133, 전수일,청어,"11,700원(-10%)"
언제까지나 쇼팽(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/400/16340071.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340071, 나카야마 시치리,블루홀식스(블루홀6),"14,400원(-10%)"
언니가 남자 주인공을 주워 왔다 4,https://bookthumb-phinf.pstatic.net/cover/163/268/16326860.jpg?type=m1&udate=Sun Apr 26 09:25:45 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326860, 문시현,에이템포미디어,"11,250원(-10%)"
언니가 남자 주인공을 주워 왔다 5,https://bookthumb-phinf.pstatic.net/cover/163/268/16326861.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16326861, 문시현,에이템포미디어,"11,250원(-10%)"
동물원 옆 미술관,https://bookthumb-phinf.pstatic.net/cover/163/385/16338572.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338572, 송지성,마롱,"8,100원(-10%)"
두 개의 장벽,https://bookthumb-phinf.pstatic.net/cover/163/392/16339232.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339232, 레나테 아렌스,꿈꾸다,"10,800원(-10%)"
악역 영애이기 때문에 최종 보스를 길러보았습니다. 4(J노블 퍼플(J Novel Purple)),https://bookthumb-phinf.pstatic.net/cover/163/420/16342041.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342041, 나가세 사라사,서울미디어코믹스(서울문화사),"6,300원(-10%)"
유리구두가 깨지면,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338748, 이혜위,동아,"9,900원(-10%)"
천재들의 고양이,https://bookthumb-phinf.pstatic.net/cover/163/293/16329340.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329340, 진주현,꿈공장플러스,"11,700원(-10%)"
플로리다,https://bookthumb-phinf.pstatic.net/cover/163/410/16341091.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341091, 로런 그로프,문학동네,"13,050원(-10%)"
재령,https://bookthumb-phinf.pstatic.net/cover/163/385/16338546.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338546, 윤보인,나무옆의자,"11,700원(-10%)"
"빵과 수프, 고양이와 함께하기 좋은 날 : 하나",https://bookthumb-phinf.pstatic.net/cover/163/414/16341495.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341495, 무레 요코 저,북포레스트,"11,700원(-10%)"
위험천만한 연애 1,https://bookthumb-phinf.pstatic.net/cover/163/025/16302509.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16302509, 이지연,테라스북,"12,420원(-10%)"
"빵과 수프, 고양이와 함께하기 좋은 날 : 둘",https://bookthumb-phinf.pstatic.net/cover/163/414/16341496.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341496, 무레 요코 저,북포레스트,"11,700원(-10%)"
위험천만한 연애 2,https://bookthumb-phinf.pstatic.net/cover/163/025/16302510.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16302510, 이지연,테라스북,"12,420원(-10%)"
노멀 피플,https://bookthumb-phinf.pstatic.net/cover/163/392/16339250.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339250, 샐리 루니,아르테(arte),"12,600원(-10%)"
위험천만한 연애 세트,https://bookthumb-phinf.pstatic.net/cover/163/025/16302511.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16302511, 이지연,테라스북,"24,840원(-10%)"
울랄라 가족,https://bookthumb-phinf.pstatic.net/cover/163/295/16329568.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329568, 김상하,창해,"13,500원(-10%)"
농담을 싫어하는 사람들,https://bookthumb-phinf.pstatic.net/cover/163/286/16328698.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16328698, 정지돈 글 윤예지,마음산책,"12,600원(-10%)"
우리는 시벨리우스공화국에서 만난다,https://bookthumb-phinf.pstatic.net/cover/163/383/16338341.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338341, 박승오,문예바다,"10,800원(-10%)"
베르가모의 페스트 외(양장본 HardCover),https://bookthumb-phinf.pstatic.net/cover/163/386/16338641.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338641, 옌스 페테르 야콥센,열린책들,"10,620원(-10%)"
분리된 기억의 세계,https://bookthumb-phinf.pstatic.net/cover/163/382/16338268.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338268, 고바야시 야스미,하빌리스,"13,050원(-10%)"
"빌바오, 3월의 눈",https://bookthumb-phinf.pstatic.net/cover/163/392/16339242.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339242, 김경순,문학수첩,"10,800원(-10%)"
바다의 일꾼들(지식을만드는지식 원서발췌),https://bookthumb-phinf.pstatic.net/cover/163/411/16341114.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341114, 빅토르 위고,지식을만드는지식,"8,820원(-10%)"
"5월 18일, 잠수함 토끼 드림(우리학교 소설 읽는 시간)",https://bookthumb-phinf.pstatic.net/cover/163/419/16341948.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341948, 박효명,우리학교,"11,700원(-10%)"
"안녕, 아빠! 여기는 지구",https://bookthumb-phinf.pstatic.net/cover/163/412/16341287.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16341287, 크리스타 반 돌처,푸른숲주니어,"9,000원(-10%)"
모래 별 쏟아지는 밤(할리퀸 로맨스 HR 277),https://bookthumb-phinf.pstatic.net/cover/163/296/16329647.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329647, 캐롤 마리넬리,신영미디어,"4,680원(-10%)"
사자와 생쥐가 한 번도 생각 못 한 것들,https://bookthumb-phinf.pstatic.net/cover/163/420/16342093.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342093, 전김해,지식과감성,"10,800원(-10%)"
소용돌이 안내소(가마쿠라)(반양장),https://bookthumb-phinf.pstatic.net/cover/163/395/16339543.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339543, 아오야마 미치코,직선과곡선,"13,500원(-10%)"
억만장자 길들이기(할리퀸 로맨스 HR 278),https://bookthumb-phinf.pstatic.net/cover/163/296/16329650.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329650, 미랜다 리,신영미디어,"4,680원(-10%)"
예민한 주리가 사는 법,https://bookthumb-phinf.pstatic.net/cover/163/420/16342094.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16342094, 윤정,국학자료원,없음
평지에 뜨는 달,https://bookthumb-phinf.pstatic.net/cover/163/398/16339896.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339896, 아사쿠사 가스미 저,직선과곡선,"12,600원(-10%)"
모두가 해피엔딩(할리퀸 로맨스 HR 279),https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329653, 캣 쉴드,신영미디어,"4,680원(-10%)"
사랑은 구름 속에서(할리퀸 로맨스 HR 280),https://bookthumb-phinf.pstatic.net/cover/163/296/16329654.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329654, 페니 조던,신영미디어,"4,680원(-10%)"
대한민국의 몰락과 부활. 1,https://bookthumb-phinf.pstatic.net/cover/163/400/16340080.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340080, 박인걸,북랩,"13,320원(-10%)"
선켄락 3,https://ssl.pstatic.net/static/book/image/juvenile_pest_82X116.gif&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338762, Boichi 글그림,메모리얼북스,"5,400원(-10%)"
밑 빠진 용병대에 돈 붓기 2,https://bookthumb-phinf.pstatic.net/cover/163/387/16338766.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338766, 체셔냐옹,동아,"10,800원(-10%)"
권력의 가문 메디치 1,https://bookthumb-phinf.pstatic.net/cover/163/293/16329334.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329334, 마테오 스트루쿨,메디치미디어,"13,500원(-10%)"
사랑하는 나의 도시,https://bookthumb-phinf.pstatic.net/cover/163/399/16339940.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339940, 조영지,바른북스,"12,510원(-10%)"
권력의 가문 메디치 2,https://bookthumb-phinf.pstatic.net/cover/163/293/16329335.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16329335, 마테오 스트루쿨,메디치미디어,"13,500원(-10%)"
밤의 책,https://bookthumb-phinf.pstatic.net/cover/163/409/16340909.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16340909, 실비 제르맹,문학동네,"14,220원(-10%)"
밑 빠진 용병대에 돈 붓기 1,https://bookthumb-phinf.pstatic.net/cover/163/387/16338765.jpg?type=m1&udate=Sun Apr 26 09:25:46 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338765, 체셔냐옹,동아,"10,800원(-10%)"
